time,gFx,gFy,gFz,aT
33.660000,0.0377,0.2856,0.8683,0.915
33.664000,0.0355,0.2898,0.8614,0.910
33.669000,0.0364,0.2937,0.8497,0.900
33.674000,0.0372,0.2934,0.8412,0.892
33.680000,0.0364,0.2969,0.8334,0.885
33.683000,0.0369,0.2995,0.8268,0.880
33.689000,0.0369,0.3008,0.8204,0.875
33.693000,0.0386,0.3037,0.8141,0.870
33.699000,0.0391,0.3115,0.8126,0.871
33.703000,0.0362,0.3105,0.8116,0.870
33.709000,0.0372,0.3142,0.8055,0.865
33.713000,0.0389,0.3171,0.8045,0.866
33.718000,0.0408,0.3191,0.8072,0.869
33.723000,0.0384,0.3257,0.8036,0.868
33.728000,0.0386,0.3335,0.8016,0.869
33.733000,0.0386,0.3379,0.8063,0.875
33.739000,0.0386,0.3442,0.8148,0.885
33.742000,0.0382,0.3476,0.8229,0.894
33.747000,0.0401,0.3489,0.8285,0.900
33.753000,0.0440,0.3513,0.8290,0.901
33.757000,0.0440,0.3537,0.8294,0.903
33.767000,0.0474,0.3564,0.8294,0.904
33.768000,0.0467,0.3601,0.8282,0.904
33.772000,0.0467,0.3616,0.8251,0.902
33.777000,0.0455,0.3589,0.8221,0.898
33.782000,0.0418,0.3596,0.8248,0.901
33.787000,0.0372,0.3569,0.8238,0.899
33.794000,0.0338,0.3567,0.8314,0.905
33.797000,0.0347,0.3574,0.8399,0.913
33.802000,0.0262,0.3564,0.8570,0.929
33.806000,0.0098,0.3540,0.8587,0.929
33.811000,-0.0051,0.3467,0.8595,0.927
33.815000,-0.0153,0.3493,0.8575,0.926
33.821000,-0.0202,0.3515,0.8678,0.937
33.826000,-0.0253,0.3491,0.8736,0.941
33.831000,-0.0292,0.3511,0.8822,0.950
33.839000,-0.0285,0.3530,0.8866,0.955
33.840000,-0.0292,0.3535,0.8885,0.957
33.849000,-0.0331,0.3574,0.8876,0.957
33.850000,-0.0351,0.3603,0.8976,0.968
33.862000,-0.0317,0.3681,0.9088,0.981
33.864000,-0.0314,0.3767,0.9293,1.003
33.865000,-0.0241,0.3799,0.9545,1.028
33.871000,-0.0197,0.3835,0.9703,1.044
33.875000,-0.0117,0.3857,0.9730,1.047
33.880000,-0.0056,0.3896,0.9647,1.040
33.885000,-0.0046,0.3894,0.9528,1.029
33.889000,-0.0063,0.3948,0.9354,1.015
33.894000,-0.0136,0.3950,0.9195,1.001
33.900000,-0.0212,0.3979,0.9103,0.994
33.904000,-0.0285,0.4014,0.9061,0.991
33.909000,-0.0300,0.4084,0.9071,0.995
33.914000,-0.0236,0.4109,0.9186,1.007
33.919000,-0.0131,0.4136,0.9386,1.026
33.928000,-0.0019,0.4150,0.9640,1.050
33.929000,0.0076,0.4153,0.9877,1.071
33.933000,0.0181,0.4167,1.0123,1.095
33.940000,0.0257,0.4182,1.0345,1.116
33.943000,0.0279,0.4192,1.0502,1.131
33.954000,0.0294,0.4260,1.0577,1.141
33.955000,0.0281,0.4304,1.0555,1.140
33.958000,0.0262,0.4358,1.0492,1.136
33.964000,0.0291,0.4412,1.0392,1.129
33.968000,0.0321,0.4448,1.0233,1.116
33.973000,0.0404,0.4455,1.0057,1.101
33.978000,0.0550,0.4455,0.9913,1.088
33.983000,0.0657,0.4460,0.9811,1.080
33.988000,0.0692,0.4451,0.9652,1.065
33.993000,0.0711,0.4458,0.9562,1.057
33.998000,0.0592,0.4468,0.9537,1.055
34.003000,0.0411,0.4495,0.9554,1.057
34.008000,0.0179,0.4480,0.9606,1.060
34.014000,-0.0002,0.4385,0.9828,1.076
34.017000,-0.0126,0.4280,1.0111,1.098
34.022000,-0.0283,0.4143,1.0443,1.124
34.027000,-0.0361,0.4001,1.0848,1.157
34.032000,-0.0392,0.3896,1.1239,1.190
34.043000,-0.0380,0.3777,1.1608,1.221
34.047000,-0.0349,0.3662,1.1981,1.253
34.047000,-0.0349,0.3576,1.2360,1.287
34.052000,-0.0302,0.3508,1.2682,1.316
34.057000,-0.0268,0.3464,1.2978,1.343
34.061000,-0.0200,0.3386,1.3197,1.363
34.066000,-0.0163,0.3318,1.3293,1.370
34.072000,-0.0165,0.3220,1.3271,1.366
34.077000,-0.0134,0.3117,1.3131,1.350
34.080000,-0.0051,0.3056,1.2838,1.320
34.085000,-0.0043,0.2978,1.2438,1.279
34.091000,-0.0046,0.2910,1.1937,1.229
34.095000,-0.0075,0.2927,1.1361,1.173
34.100000,-0.0178,0.2922,1.0780,1.117
34.105000,-0.0287,0.2942,1.0287,1.070
34.110000,-0.0441,0.3030,0.9935,1.040
34.115000,-0.0541,0.3108,0.9720,1.022
34.120000,-0.0659,0.3181,0.9491,1.003
34.124000,-0.0793,0.3174,0.9222,0.979
34.130000,-0.0939,0.3127,0.8959,0.954
34.135000,-0.1086,0.3108,0.8722,0.932
34.152000,-0.1242,0.3074,0.8578,0.920
34.154000,-0.1411,0.3078,0.8522,0.917
34.158000,-0.1528,0.3127,0.8492,0.918
34.159000,-0.1579,0.3100,0.8485,0.917
34.159000,-0.1582,0.3034,0.8509,0.917
34.165000,-0.1577,0.2944,0.8563,0.919
34.170000,-0.1525,0.2864,0.8602,0.919
34.174000,-0.1477,0.2824,0.8649,0.922
34.179000,-0.1345,0.2783,0.8790,0.932
34.183000,-0.1213,0.2712,0.8971,0.945
34.189000,-0.0976,0.2700,0.9068,0.951
34.194000,-0.0695,0.2671,0.9156,0.956
34.198000,-0.0383,0.2646,0.9235,0.961
34.202000,-0.0051,0.2649,0.9254,0.963
34.208000,0.0245,0.2693,0.9271,0.966
34.212000,0.0504,0.2715,0.9239,0.964
34.218000,0.0689,0.2746,0.9261,0.968
34.223000,0.0821,0.2741,0.9281,0.971
34.228000,0.0909,0.2749,0.9298,0.974
34.237000,0.0941,0.2741,0.9313,0.975
34.238000,0.0965,0.2695,0.9344,0.977
34.241000,0.0875,0.2592,0.9347,0.974
34.247000,0.0738,0.2500,0.9340,0.970
34.252000,0.0572,0.2444,0.9376,0.971
34.257000,0.0404,0.2387,0.9440,0.975
34.261000,0.0230,0.2334,0.9515,0.980
34.267000,0.0091,0.2292,0.9615,0.989
34.272000,-0.0007,0.2221,0.9708,0.996
34.277000,-0.0073,0.2170,0.9833,1.007
34.282000,-0.0109,0.2109,0.9925,1.015
34.286000,-0.0131,0.2109,0.9974,1.020
34.292000,-0.0114,0.2075,0.9925,1.014
34.297000,-0.0185,0.2107,0.9828,1.005
34.302000,-0.0175,0.2155,0.9725,0.996
34.307000,-0.0156,0.2170,0.9611,0.985
34.311000,-0.0136,0.2238,0.9396,0.966
34.316000,-0.0090,0.2243,0.9120,0.939
34.321000,-0.0026,0.2326,0.8910,0.921
34.332000,0.0067,0.2392,0.8653,0.898
34.333000,0.0081,0.2519,0.8353,0.873
34.336000,0.0074,0.2607,0.8097,0.851
34.340000,0.0118,0.2685,0.7875,0.832
34.345000,0.0123,0.2751,0.7601,0.808
34.349000,0.0118,0.2727,0.7406,0.789
34.355000,0.0069,0.2739,0.7237,0.774
34.363000,-0.0009,0.2778,0.7210,0.773
34.365000,-0.0060,0.2766,0.7232,0.774
34.370000,-0.0173,0.2756,0.7262,0.777
34.375000,-0.0246,0.2754,0.7367,0.787
34.380000,-0.0327,0.2756,0.7511,0.801
34.384000,-0.0375,0.2734,0.7794,0.827
34.389000,-0.0402,0.2795,0.8053,0.853
34.395000,-0.0410,0.2783,0.8331,0.879
34.399000,-0.0407,0.2800,0.8566,0.902
34.404000,-0.0370,0.2802,0.8783,0.923
34.409000,-0.0322,0.2793,0.8944,0.938
34.414000,-0.0256,0.2778,0.9020,0.944
34.419000,-0.0185,0.2783,0.9017,0.944
34.425000,-0.0139,0.2812,0.8978,0.941
34.428000,-0.0112,0.2873,0.8888,0.934
34.434000,-0.0087,0.2915,0.8812,0.928
34.438000,-0.0056,0.2969,0.8727,0.922
34.443000,-0.0046,0.3027,0.8683,0.920
34.448000,-0.0038,0.3052,0.8700,0.922
34.456000,-0.0026,0.3059,0.8785,0.930
34.458000,-0.0043,0.3120,0.8888,0.942
34.463000,-0.0058,0.3130,0.8951,0.948
34.467000,-0.0099,0.3171,0.9017,0.956
34.472000,-0.0124,0.3188,0.9137,0.968
34.477000,-0.0153,0.3230,0.9151,0.971
34.483000,-0.0190,0.3235,0.9217,0.977
34.487000,-0.0195,0.3237,0.9281,0.983
34.492000,-0.0258,0.3276,0.9327,0.989
34.497000,-0.0314,0.3281,0.9501,1.006
34.502000,-0.0283,0.3249,0.9647,1.018
34.507000,-0.0182,0.3252,0.9855,1.038
34.511000,-0.0065,0.3237,1.0082,1.059
34.516000,0.0133,0.3254,1.0350,1.085
34.522000,0.0352,0.3276,1.0548,1.105
34.526000,0.0589,0.3323,1.0712,1.123
34.531000,0.0767,0.3352,1.0856,1.139
34.536000,0.0928,0.3393,1.0949,1.150
34.541000,0.1095,0.3435,1.0968,1.155
34.548000,0.1236,0.3486,1.0917,1.153
34.551000,0.1309,0.3506,1.0848,1.148
34.555000,0.1417,0.3547,1.0761,1.142
34.561000,0.1578,0.3618,1.0577,1.129
34.565000,0.1771,0.3633,1.0524,1.127
34.571000,0.1805,0.3674,1.0521,1.129
34.576000,0.1851,0.3725,1.0287,1.110
34.580000,0.1856,0.3816,1.0182,1.103
34.585000,0.1825,0.3838,1.0140,1.099
34.590000,0.1749,0.3899,1.0111,1.098
34.595000,0.1602,0.3923,1.0126,1.098
34.600000,0.1434,0.3850,1.0175,1.097
34.605000,0.1353,0.3826,1.0341,1.111
34.610000,0.1405,0.3784,1.0514,1.126
34.614000,0.1363,0.3645,1.0692,1.138
34.625000,0.1219,0.3535,1.0846,1.147
34.626000,0.1126,0.3476,1.0980,1.157
34.629000,0.1019,0.3374,1.1049,1.160
34.651000,0.0941,0.3213,1.1159,1.165
34.652000,0.0938,0.3020,1.1295,1.173
34.652000,0.0943,0.2861,1.1456,1.185
34.653000,0.0894,0.2754,1.1591,1.195
34.653000,0.0899,0.2656,1.1654,1.199
34.659000,0.0853,0.2558,1.1708,1.201
34.664000,0.0762,0.2514,1.1674,1.197
34.669000,0.0640,0.2453,1.1530,1.181
34.674000,0.0509,0.2417,1.1395,1.166
34.679000,0.0401,0.2412,1.1244,1.151
34.684000,0.0340,0.2392,1.1010,1.127
34.688000,0.0284,0.2390,1.0746,1.101
34.693000,0.0272,0.2373,1.0529,1.080
34.700000,0.0255,0.2424,1.0277,1.056
34.703000,0.0291,0.2451,1.0016,1.032
34.707000,0.0316,0.2500,0.9728,1.005
34.713000,0.0342,0.2514,0.9440,0.977
34.718000,0.0404,0.2573,0.9188,0.955
34.722000,0.0501,0.2624,0.9007,0.940
34.728000,0.0570,0.2651,0.8883,0.929
34.733000,0.0692,0.2702,0.8800,0.923
34.737000,0.0799,0.2727,0.8753,0.920
34.742000,0.0885,0.2737,0.8719,0.918
34.747000,0.0982,0.2737,0.8695,0.917
34.756000,0.1029,0.2724,0.8658,0.913
34.759000,0.1104,0.2697,0.8629,0.911
34.761000,0.1158,0.2680,0.8629,0.911
34.768000,0.1202,0.2717,0.8634,0.913
34.771000,0.1202,0.2724,0.8651,0.915
34.776000,0.1168,0.2724,0.8666,0.916
34.784000,0.1163,0.2756,0.8719,0.922
34.786000,0.1138,0.2763,0.8793,0.929
34.790000,0.1085,0.2771,0.8880,0.937
34.795000,0.0985,0.2741,0.8976,0.944
34.801000,0.0887,0.2734,0.9132,0.957
34.806000,0.0809,0.2732,0.9278,0.971
34.811000,0.0740,0.2768,0.9383,0.981
34.815000,0.0704,0.2773,0.9386,0.981
34.821000,0.0667,0.2783,0.9354,0.978
34.826000,0.0645,0.2793,0.9286,0.972
34.830000,0.0614,0.2761,0.9142,0.957
34.835000,0.0560,0.2829,0.9027,0.948
34.840000,0.0474,0.2898,0.8878,0.935
34.845000,0.0377,0.2956,0.8705,0.920
34.850000,0.0294,0.2969,0.8566,0.907
34.854000,0.0259,0.2942,0.8473,0.897
34.864000,0.0277,0.2922,0.8412,0.891
34.865000,0.0286,0.2915,0.8397,0.889
34.870000,0.0289,0.2898,0.8385,0.888
34.877000,0.0262,0.2868,0.8336,0.882
34.879000,0.0262,0.2883,0.8307,0.880
34.884000,0.0279,0.2954,0.8314,0.883
34.890000,0.0328,0.3025,0.8282,0.882
34.894000,0.0394,0.3037,0.8236,0.879
34.898000,0.0455,0.3020,0.8221,0.877
34.904000,0.0516,0.3054,0.8241,0.880
34.909000,0.0552,0.3108,0.8170,0.876
34.914000,0.0606,0.3157,0.8077,0.869
34.918000,0.0596,0.3200,0.7950,0.859
34.924000,0.0572,0.3266,0.7882,0.855
34.929000,0.0560,0.3305,0.7774,0.847
34.933000,0.0526,0.3313,0.7708,0.841
34.938000,0.0494,0.3337,0.7638,0.835
34.943000,0.0467,0.3347,0.7560,0.828
34.954000,0.0469,0.3362,0.7562,0.829
34.956000,0.0467,0.3359,0.7582,0.831
34.957000,0.0435,0.3381,0.7635,0.836
34.962000,0.0435,0.3347,0.7677,0.839
34.969000,0.0406,0.3367,0.7770,0.848
34.972000,0.0345,0.3381,0.7896,0.860
34.977000,0.0318,0.3398,0.8016,0.871
34.982000,0.0269,0.3418,0.8202,0.889
34.986000,0.0250,0.3420,0.8390,0.906
34.991000,0.0184,0.3388,0.8595,0.924
34.998000,0.0167,0.3352,0.8788,0.941
35.002000,0.0140,0.3369,0.8942,0.956
35.006000,0.0113,0.3342,0.9144,0.974
35.011000,0.0049,0.3323,0.9391,0.996
35.016000,-0.0051,0.3323,0.9606,1.016
35.022000,-0.0156,0.3379,0.9740,1.031
35.027000,-0.0270,0.3425,0.9803,1.039
35.032000,-0.0368,0.3457,0.9821,1.042
35.036000,-0.0473,0.3545,0.9723,1.036
35.040000,-0.0554,0.3564,0.9601,1.026
35.052000,-0.0629,0.3645,0.9496,1.019
35.053000,-0.0656,0.3723,0.9335,1.007
35.056000,-0.0685,0.3755,0.9205,0.997
35.060000,-0.0651,0.3806,0.9078,0.987
35.065000,-0.0622,0.3896,0.9059,0.988
35.070000,-0.0585,0.3962,0.9103,0.994
35.075000,-0.0558,0.3994,0.9230,1.007
35.084000,-0.0475,0.4043,0.9423,1.026
35.085000,-0.0410,0.4079,0.9696,1.053
35.090000,-0.0300,0.4055,1.0013,1.081
35.095000,-0.0173,0.4033,1.0306,1.107
35.100000,-0.0090,0.3972,1.0621,1.134
35.105000,-0.0065,0.3953,1.0817,1.152
35.109000,-0.0068,0.3940,1.0975,1.166
35.114000,-0.0082,0.3940,1.1076,1.176
35.120000,-0.0053,0.3974,1.1095,1.179
35.124000,-0.0029,0.4021,1.1034,1.174
35.129000,0.0006,0.4062,1.0900,1.163
35.136000,0.0089,0.4089,1.0704,1.146
35.139000,0.0176,0.4155,1.0563,1.135
35.144000,0.0252,0.4209,1.0380,1.120
35.157000,0.0306,0.4243,1.0133,1.099
35.159000,0.0333,0.4304,1.0028,1.092
35.159000,0.0384,0.4309,0.9921,1.082
35.164000,0.0443,0.4372,0.9816,1.075
35.168000,0.0445,0.4394,0.9672,1.063
35.173000,0.0372,0.4399,0.9496,1.047
35.177000,0.0257,0.4426,0.9337,1.034
35.182000,0.0115,0.4397,0.9227,1.022
35.188000,-0.0046,0.4387,0.9151,1.015
35.193000,-0.0182,0.4307,0.9156,1.012
35.197000,-0.0275,0.4189,0.9305,1.021
35.203000,-0.0370,0.4038,0.9571,1.039
35.207000,-0.0451,0.3843,0.9923,1.065
35.212000,-0.0483,0.3669,1.0289,1.093
35.217000,-0.0517,0.3493,1.0761,1.133
35.222000,-0.0571,0.3276,1.1202,1.169
35.228000,-0.0600,0.3095,1.1674,1.209
35.233000,-0.0617,0.2944,1.1996,1.237
35.237000,-0.0580,0.2773,1.2318,1.264
35.242000,-0.0568,0.2651,1.2604,1.289
35.247000,-0.0529,0.2563,1.2834,1.310
35.256000,-0.0436,0.2492,1.2838,1.309
35.257000,-0.0366,0.2387,1.2741,1.297
35.262000,-0.0334,0.2356,1.2479,1.270
35.266000,-0.0366,0.2356,1.2089,1.232
35.270000,-0.0349,0.2409,1.1503,1.176
35.275000,-0.0414,0.2488,1.0790,1.108
35.282000,-0.0500,0.2558,1.0055,1.039
35.285000,-0.0622,0.2622,0.9393,0.977
35.290000,-0.0771,0.2705,0.8822,0.926
35.295000,-0.0949,0.2822,0.8338,0.885
35.300000,-0.1132,0.2917,0.8009,0.860
35.306000,-0.1274,0.2964,0.7879,0.851
35.310000,-0.1347,0.3020,0.7862,0.853
35.314000,-0.1396,0.2993,0.7918,0.858
35.320000,-0.1413,0.2954,0.8028,0.867
35.324000,-0.1379,0.2903,0.8248,0.885
35.329000,-0.1311,0.2864,0.8475,0.904
35.339000,-0.1227,0.2842,0.8749,0.928
35.340000,-0.1098,0.2815,0.9022,0.951
35.344000,-0.0925,0.2824,0.9298,0.976
35.350000,-0.0663,0.2815,0.9481,0.991
35.372000,-0.0388,0.2785,0.9596,1.000
35.373000,-0.0092,0.2766,0.9623,1.001
35.374000,0.0194,0.2776,0.9591,0.999
35.374000,0.0462,0.2778,0.9530,0.994
35.374000,0.0704,0.2844,0.9466,0.991
35.379000,0.0882,0.2890,0.9379,0.985
35.385000,0.1033,0.2956,0.9325,0.984
35.388000,0.1119,0.2973,0.9269,0.980
35.393000,0.1153,0.2937,0.9210,0.974
35.398000,0.1153,0.2939,0.9222,0.975
35.404000,0.1138,0.2922,0.9276,0.979
35.408000,0.1065,0.2878,0.9291,0.978
35.412000,0.0985,0.2815,0.9342,0.981
35.418000,0.0863,0.2739,0.9444,0.987
35.422000,0.0765,0.2680,0.9498,0.990
35.427000,0.0584,0.2602,0.9554,0.992
35.432000,0.0430,0.2534,0.9628,0.996
35.437000,0.0301,0.2519,0.9686,1.001
35.442000,0.0162,0.2485,0.9794,1.011
35.446000,0.0086,0.2483,0.9940,1.025
35.458000,-0.0002,0.2444,1.0013,1.031
35.459000,-0.0046,0.2426,1.0114,1.040
35.461000,-0.0058,0.2441,1.0155,1.044
35.467000,-0.0143,0.2424,1.0155,1.044
35.472000,-0.0170,0.2424,1.0060,1.035
35.477000,-0.0234,0.2466,0.9967,1.027
35.482000,-0.0287,0.2458,0.9852,1.016
35.487000,-0.0366,0.2478,0.9652,0.997
35.491000,-0.0424,0.2485,0.9359,0.969
35.496000,-0.0458,0.2534,0.9103,0.946
35.500000,-0.0441,0.2553,0.8890,0.926
35.506000,-0.0434,0.2607,0.8656,0.905
35.512000,-0.0432,0.2666,0.8461,0.888
35.515000,-0.0366,0.2759,0.8251,0.871
35.522000,-0.0341,0.2815,0.8099,0.858
35.526000,-0.0305,0.2868,0.7989,0.849
35.531000,-0.0275,0.2947,0.7914,0.845
35.535000,-0.0256,0.3061,0.7838,0.842
35.548000,-0.0207,0.3108,0.7801,0.840
35.549000,-0.0209,0.3198,0.7816,0.845
35.554000,-0.0148,0.3237,0.7811,0.846
35.558000,-0.0109,0.3274,0.7870,0.852
35.560000,-0.0082,0.3320,0.7936,0.860
35.565000,-0.0058,0.3340,0.8109,0.877
35.570000,-0.0058,0.3359,0.8299,0.895
35.596000,-0.0053,0.3381,0.8478,0.913
35.597000,-0.0060,0.3362,0.8602,0.924
35.597000,-0.0048,0.3347,0.8707,0.933
35.598000,-0.0046,0.3318,0.8763,0.937
35.598000,-0.0048,0.3281,0.8802,0.939
35.599000,-0.0036,0.3249,0.8841,0.942
35.603000,-0.0051,0.3227,0.8910,0.948
35.609000,-0.0087,0.3264,0.8963,0.954
35.613000,-0.0092,0.3266,0.9017,0.959
35.618000,-0.0107,0.3296,0.9098,0.968
35.623000,-0.0097,0.3259,0.9144,0.971
35.628000,-0.0082,0.3288,0.9186,0.976
35.633000,-0.0097,0.3301,0.9230,0.980
35.639000,-0.0109,0.3337,0.9274,0.986
35.642000,-0.0136,0.3381,0.9310,0.991
35.648000,-0.0097,0.3423,0.9308,0.992
35.661000,-0.0087,0.3440,0.9291,0.991
35.662000,-0.0036,0.3467,0.9244,0.987
35.663000,0.0010,0.3428,0.9213,0.983
35.668000,0.0047,0.3459,0.9173,0.980
35.679000,0.0064,0.3452,0.9171,0.980
35.680000,0.0062,0.3464,0.9269,0.990
35.682000,0.0103,0.3496,0.9523,1.014
35.688000,0.0152,0.3493,0.9818,1.042
35.693000,0.0206,0.3430,1.0123,1.069
35.697000,0.0264,0.3345,1.0453,1.098
35.702000,0.0321,0.3262,1.0795,1.128
35.707000,0.0374,0.3208,1.1163,1.162
35.713000,0.0386,0.3186,1.1498,1.194
35.716000,0.0362,0.3191,1.1764,1.219
35.726000,0.0369,0.3249,1.1918,1.236
35.727000,0.0460,0.3262,1.2018,1.246
35.732000,0.0538,0.3342,1.1915,1.239
35.736000,0.0633,0.3362,1.1767,1.225
35.742000,0.0716,0.3423,1.1486,1.201
35.764000,0.0758,0.3496,1.1173,1.173
35.765000,0.0780,0.3569,1.0851,1.145
35.766000,0.0765,0.3721,1.0577,1.124
35.766000,0.0789,0.3777,1.0397,1.109
35.767000,0.0833,0.3852,1.0214,1.095
35.770000,0.0899,0.3921,1.0038,1.081
35.775000,0.0887,0.3926,0.9886,1.067
35.780000,0.0897,0.3962,0.9823,1.063
35.785000,0.0875,0.3931,0.9806,1.060
35.791000,0.0931,0.3865,0.9930,1.070
35.796000,0.1046,0.3828,1.0192,1.094
35.800000,0.1224,0.3747,1.0555,1.127
35.804000,0.1363,0.3584,1.0988,1.164
35.809000,0.1439,0.3345,1.1378,1.195
35.814000,0.1485,0.3154,1.1696,1.220
35.824000,0.1576,0.3012,1.2074,1.254
35.826000,0.1646,0.2805,1.2335,1.276
35.830000,0.1688,0.2600,1.2545,1.292
35.834000,0.1649,0.2439,1.2731,1.307
35.859000,0.1588,0.2280,1.2875,1.317
35.860000,0.1488,0.2136,1.2902,1.316
35.861000,0.1287,0.2033,1.2772,1.300
35.861000,0.1092,0.1923,1.2516,1.271
35.861000,0.0858,0.1850,1.2226,1.239
35.865000,0.0579,0.1806,1.1837,1.199
35.870000,0.0352,0.1792,1.1229,1.138
35.874000,0.0242,0.1797,1.0682,1.084
35.878000,0.0123,0.1843,1.0104,1.027
35.883000,0.0008,0.1931,0.9501,0.969
35.888000,-0.0021,0.2014,0.8968,0.919
35.893000,0.0064,0.2092,0.8514,0.877
35.898000,0.0145,0.2177,0.8141,0.843
35.904000,0.0279,0.2263,0.7894,0.822
35.909000,0.0396,0.2334,0.7772,0.812
35.913000,0.0491,0.2380,0.7762,0.813
35.917000,0.0579,0.2429,0.7835,0.822
35.924000,0.0635,0.2478,0.7950,0.835
35.929000,0.0694,0.2453,0.8102,0.849
35.933000,0.0733,0.2463,0.8189,0.858
35.958000,0.0728,0.2431,0.8290,0.867
35.959000,0.0755,0.2412,0.8314,0.869
35.959000,0.0804,0.2402,0.8346,0.872
35.959000,0.0811,0.2407,0.8319,0.870
35.959000,0.0794,0.2412,0.8287,0.867
35.962000,0.0765,0.2480,0.8189,0.859
35.966000,0.0760,0.2539,0.8141,0.856
35.972000,0.0750,0.2629,0.8097,0.855
35.976000,0.0726,0.2693,0.8045,0.852
35.981000,0.0684,0.2741,0.8050,0.853
35.988000,0.0675,0.2824,0.8060,0.857
35.991000,0.0645,0.2878,0.8097,0.862
35.996000,0.0577,0.2907,0.8102,0.863
36.001000,0.0491,0.2927,0.8111,0.864
36.005000,0.0404,0.2947,0.8187,0.871
36.013000,0.0345,0.3000,0.8265,0.880
36.016000,0.0240,0.3054,0.8287,0.884
36.021000,0.0235,0.3020,0.8273,0.881
36.026000,0.0174,0.3039,0.8258,0.880
36.030000,0.0174,0.3083,0.8238,0.880
36.035000,0.0150,0.3105,0.8180,0.875
36.044000,0.0128,0.3157,0.8136,0.873
36.046000,0.0113,0.3218,0.8082,0.870
36.050000,0.0118,0.3237,0.8053,0.868
36.054000,0.0128,0.3259,0.8053,0.869
36.062000,0.0145,0.3303,0.8060,0.871
36.064000,0.0179,0.3357,0.8111,0.878
36.069000,0.0247,0.3388,0.8080,0.876
36.079000,0.0308,0.3384,0.8053,0.874
36.080000,0.0342,0.3447,0.7982,0.870
36.085000,0.0377,0.3523,0.7982,0.873
36.089000,0.0362,0.3620,0.7980,0.877
36.094000,0.0389,0.3669,0.8006,0.882
36.099000,0.0386,0.3701,0.7972,0.880
36.103000,0.0394,0.3723,0.7945,0.878
36.110000,0.0389,0.3735,0.7901,0.875
36.114000,0.0401,0.3789,0.7940,0.881
36.119000,0.0362,0.3799,0.7980,0.884
36.123000,0.0279,0.3855,0.8031,0.891
36.131000,0.0228,0.3848,0.8053,0.893
36.134000,0.0250,0.3862,0.8072,0.895
36.138000,0.0277,0.3830,0.8089,0.895
36.142000,0.0291,0.3869,0.8082,0.897
36.147000,0.0225,0.3843,0.8114,0.898
36.153000,0.0208,0.3882,0.8058,0.895
36.162000,0.0164,0.3911,0.8097,0.899
36.163000,0.0133,0.3911,0.8114,0.901
36.169000,0.0145,0.3862,0.8170,0.904
36.173000,0.0106,0.3867,0.8216,0.908
36.178000,0.0096,0.3882,0.8331,0.919
36.182000,0.0079,0.3887,0.8470,0.932
36.189000,0.0076,0.3926,0.8688,0.953
36.192000,0.0040,0.3916,0.8954,0.977
36.197000,-0.0026,0.3940,0.9166,0.998
36.202000,-0.0073,0.3928,0.9430,1.022
36.206000,-0.0136,0.3918,0.9779,1.054
36.211000,-0.0202,0.3909,0.9979,1.072
36.216000,-0.0300,0.3921,1.0111,1.085
36.226000,-0.0392,0.3928,1.0104,1.085
36.227000,-0.0441,0.3935,1.0157,1.090
36.231000,-0.0485,0.3970,1.0150,1.091
36.236000,-0.0522,0.4018,1.0167,1.094
36.241000,-0.0495,0.4050,1.0087,1.088
36.256000,-0.0478,0.4121,1.0028,1.085
36.257000,-0.0424,0.4160,0.9996,1.084
36.257000,-0.0390,0.4184,1.0006,1.085
36.261000,-0.0319,0.4197,1.0072,1.092
36.265000,-0.0273,0.4216,1.0157,1.100
36.270000,-0.0251,0.4177,1.0309,1.113
36.275000,-0.0229,0.4145,1.0563,1.135
36.280000,-0.0139,0.4158,1.0763,1.154
36.285000,-0.0063,0.4209,1.0922,1.170
36.290000,0.0015,0.4206,1.1017,1.179
36.295000,0.0108,0.4209,1.1014,1.179
36.300000,0.0216,0.4243,1.0934,1.173
36.304000,0.0264,0.4299,1.0746,1.158
36.309000,0.0330,0.4372,1.0514,1.139
36.314000,0.0413,0.4416,1.0338,1.125
36.319000,0.0506,0.4492,1.0160,1.112
36.324000,0.0633,0.4578,1.0045,1.106
36.329000,0.0753,0.4590,0.9967,1.100
36.334000,0.0853,0.4578,0.9816,1.086
36.343000,0.0877,0.4565,0.9713,1.077
36.344000,0.0828,0.4539,0.9579,1.063
36.349000,0.0755,0.4553,0.9488,1.055
36.353000,0.0606,0.4492,0.9408,1.044
36.358000,0.0396,0.4397,0.9423,1.041
36.363000,0.0194,0.4250,0.9430,1.035
36.375000,0.0057,0.4111,0.9549,1.040
36.376000,-0.0046,0.3906,0.9838,1.058
36.378000,-0.0053,0.3721,1.0114,1.078
36.383000,-0.0053,0.3515,1.0519,1.109
36.388000,-0.0060,0.3288,1.0922,1.141
36.393000,-0.0180,0.3022,1.1312,1.171
36.398000,-0.0297,0.2834,1.1691,1.203
36.403000,-0.0500,0.2649,1.2077,1.237
36.407000,-0.0627,0.2468,1.2416,1.267
36.412000,-0.0737,0.2321,1.2660,1.289
36.417000,-0.0764,0.2224,1.2799,1.301
36.427000,-0.0771,0.2143,1.2724,1.293
36.428000,-0.0768,0.2165,1.2448,1.266
36.431000,-0.0773,0.2180,1.1942,1.216
36.438000,-0.0771,0.2238,1.1290,1.154
36.442000,-0.0820,0.2368,1.0531,1.083
36.458000,-0.0942,0.2531,0.9799,1.016
36.459000,-0.1039,0.2705,0.9188,0.963
36.459000,-0.1144,0.2929,0.8673,0.923
